,JP_shortTitle,shortTitle,itemId,title,viewItemURL,currentPrice,currency,country,primaryCategory.categoryId,primaryCategory.categoryName,listingType,condition,model,TotalCounts
9,,mint3nikon zoomnikkor ed,174017774393,【Mint+3】Nikon Zoom-NIKKOR* ED 50-300mm f/4.5 AI-S Telephoto Lens From Japan #214,https://www.ebay.com/itm/Mint-3-Nikon-Zoom-NIKKOR-ED-50-300mm-f-4-5-AI-S-Telephoto-Lens-Japan-214-/174017774393,499.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Zoom-NIKKOR* ED,557
18,,nikon f2 35mm,264445076355,Nikon F2 35mm SLR Film Camera Body Only  SN7915173,https://www.ebay.com/itm/Nikon-F2-35mm-SLR-Film-Camera-Body-Only-SN7915173-/264445076355,67.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,553
63,,nikon f2 35mm,323902927872,**Problem** Nikon F2 35mm SLR Film Camera Body Only SN7152625,https://www.ebay.com/itm/Problem-Nikon-F2-35mm-SLR-Film-Camera-Body-Only-SN7152625-/323902927872,24.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,553
49,,nikon f2 35mm,254356181549,Nikon F2 35mm SLR Film Camera Body Only  SN7634867 **Excellent++**,https://www.ebay.com/itm/Nikon-F2-35mm-SLR-Film-Camera-Body-Only-SN7634867-Excellent-/254356181549,61.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,553
93,,nikon nikkor p,202758723438,【 MINT in Box 】Nikon NIKKOR P 105mm f/4 Bellows Lens W/ Cap  From Japan #252,https://www.ebay.com/itm/MINT-Box-Nikon-NIKKOR-P-105mm-f-4-Bellows-Lens-W-Cap-Japan-252-/202758723438,369.9,USD,JP,3323,Lenses,StoreInventory,Used,,550
90,,nikon nikkor p,153579578191,Nikon nikkor p auto 105mm f2.5 Lens w/Filter Excellent from Japan,https://www.ebay.com/itm/Nikon-nikkor-p-auto-105mm-f2-5-Lens-w-Filter-Excellent-Japan-/153579578191,128.0,USD,JP,3323,Lenses,StoreInventory,Used,,550
47,,nikon f2a photomic,123904359905,【Almost MINT: New seal】 Nikon F2A Photomic 35mm DP-11 SLR Film Camera Body JAPAN,https://www.ebay.com/itm/Almost-MINT-New-seal-Nikon-F2A-Photomic-35mm-DP-11-SLR-Film-Camera-Body-JAPAN-/123904359905,229.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F2A,55
16,,nikon fg20 35mm,264439694177,Nikon FG-20 35mm SLR Film Camera Body Only  SN3613717,https://www.ebay.com/itm/Nikon-FG-20-35mm-SLR-Film-Camera-Body-Only-SN3613717-/264439694177,27.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,55
99,,nikon mb20 battery,372753283121,【Exc+5】 Nikon MB-20 Battery Grip pack holder For Nikon F4 From Japan #146,https://www.ebay.com/itm/Exc-5-Nikon-MB-20-Battery-Grip-pack-holder-Nikon-F4-Japan-146-/372753283121,64.99,USD,JP,29967,Battery Grips,FixedPrice,Used,Nikon MB-20,55
35,,nikon ais nikkor,254359373646,【Almost MINT】 Nikon AI-S Nikkor 85mm F/1.4 AiS Lens w/ Hood from JAPAN,https://www.ebay.com/itm/Almost-MINT-Nikon-AI-S-Nikkor-85mm-F-1-4-AiS-Lens-w-Hood-JAPAN-/254359373646,499.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AI-S 85mm F/1.4,55
36,,nikon mb20 battery,401881511497,[Near Mint] Nikon MB-20 Battery Grip For Nikon F4 from JAPAN #029,https://www.ebay.com/itm/Near-Mint-Nikon-MB-20-Battery-Grip-Nikon-F4-JAPAN-029-/401881511497,59.99,USD,JP,29967,Battery Grips,FixedPrice,Used,,55
62,,mintnikon nikkor ais,323912828668,【MINT】NIKON NIKKOR AIS AI-S 85mm F/1.4 1:1.4 F Mount MF Lens+METAL HOOD HN-20 JP,https://www.ebay.com/itm/MINT-NIKON-NIKKOR-AIS-AI-S-85mm-F-1-4-1-1-4-F-Mount-MF-Lens-METAL-HOOD-HN-20-JP-/323912828668,579.99,USD,JP,3323,Lenses,StoreInventory,Used,NIKON AIS 85mm F/1.4,55
2,,nikon nikkor p,153579578191,Nikon nikkor p auto 105mm f2.5 Lens w/Filter Excellent from Japan,https://www.ebay.com/itm/Nikon-nikkor-p-auto-105mm-f2-5-Lens-w-Filter-Excellent-Japan-/153579578191,128.0,USD,JP,3323,Lenses,StoreInventory,Used,,549
9,,nikon nikkor p,133170168750,[Mint] Nikon Nikkor P Auto 105mm F2.5 Non Ai Lens From Japan,https://www.ebay.com/itm/Mint-Nikon-Nikkor-P-Auto-105mm-F2-5-Non-Ai-Lens-Japan-/133170168750,99.99,USD,JP,3323,Lenses,StoreInventory,Used,,549
79,,n mintnikon ai,163859071475,【N MINT+++】Nikon Ai Nikkor 50mm F1.4 Manual Focus Prime Lens From JAPAN #510,https://www.ebay.com/itm/N-MINT-Nikon-Ai-Nikkor-50mm-F1-4-Manual-Focus-Prime-Lens-JAPAN-510-/163859071475,119.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Nikkor 50mm F1.4,546
60,,nikon ai nikkor,362731023910,Nikon Ai Nikkor 50mm F1.4 Manual Focus Prime Lens From Japan. Excellent.#31,https://www.ebay.com/itm/Nikon-Ai-Nikkor-50mm-F1-4-Manual-Focus-Prime-Lens-Japan-Excellent-31-/362731023910,99.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Ai Nikkor 50mm F1.4,546
97,,nikon vintage neck,323911512743,Nikon vintage neck shoulder strap narrow strap brown metal rug 489006-3162,https://www.ebay.com/itm/Nikon-vintage-neck-shoulder-strap-narrow-strap-brown-metal-rug-489006-3162-/323911512743,20.0,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,,54
63,,nikon vintage neck,323911500477,Nikon vintage neck shoulder strap narrow yellow black metal rag 489004-3160,https://www.ebay.com/itm/Nikon-vintage-neck-shoulder-strap-narrow-yellow-black-metal-rag-489004-3160-/323911500477,10.0,USD,JP,64343,Straps & Hand Grips,StoreInventory,Used,,54
28,,nikon af nikkor,153628363680,Nikon AF Nikkor 80-200mm F/2.8 D ED Lens w/Hood New Model Near Mint Tested #3955,https://www.ebay.com/itm/Nikon-AF-Nikkor-80-200mm-F-2-8-D-ED-Lens-w-Hood-New-Model-Near-Mint-Tested-3955-/153628363680,439.0,USD,JP,3323,Lenses,StoreInventory,Used,AF Zoom-NIKKOR 80-200mm,52
34,,nikon af nikkor,352784966796,Excellent+++++ Nikon AF NIKKOR 80-200mm f/2.8 ED Zoom Telephoto Lens From JAPAN,https://www.ebay.com/itm/Excellent-Nikon-AF-NIKKOR-80-200mm-f-2-8-ED-Zoom-Telephoto-Lens-JAPAN-/352784966796,209.0,USD,JP,3323,Lenses,StoreInventory,Used,AF Zoom-NIKKOR 80-200mm,52
28,,nikon zoomnikkor af,333286907971,Nikon Zoom-NIKKOR AF 80-200mm f/2.8 D ED Lens from Japan << Excellent >> 6858,https://www.ebay.com/itm/Nikon-Zoom-NIKKOR-AF-80-200mm-f-2-8-D-ED-Lens-Japan-Excellent-6858-/333286907971,399.0,USD,JP,3323,Lenses,StoreInventory,Used,AF Zoom-NIKKOR 80-200mm,52
0,,n mintnikon nikkor,183947701821,【N MINT+++】Nikon Nikkor Ai-s Ais 35mm F/1.4 Wide Angle Camera Lens From JAPAN,https://www.ebay.com/itm/N-MINT-Nikon-Nikkor-Ai-s-Ais-35mm-F-1-4-Wide-Angle-Camera-Lens-JAPAN-/183947701821,399.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Nikkor Ai-s 35mm F/1.4,51
63,,nikon nikkor 85mm,153641337972,Nikon NIKKOR 85mm f/1.8 Ai Converted Manual Focus Lens from Japan (E176),https://www.ebay.com/itm/Nikon-NIKKOR-85mm-f-1-8-Ai-Converted-Manual-Focus-Lens-Japan-E176-/153641337972,185.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai,5091
67,,nikon micro nikkor,173850221891,"""Excellent++!!"" Nikon Micro NIKKOR 55mmF/3.5 Ai Lens W/Filter from Japan #60",https://www.ebay.com/itm/Excellent-Nikon-Micro-NIKKOR-55mmF-3-5-Ai-Lens-W-Filter-Japan-60-/173850221891,75.0,USD,JP,3323,Lenses,StoreInventory,Used,Ai Lens,5091
65,,nikon ai micro,174020982918,"""Excellent"" Nikon Ai Micro Nikkor 105mm f/ 4 MF Lens JAPAN #191080",https://www.ebay.com/itm/Excellent-Nikon-Ai-Micro-Nikkor-105mm-f-4-MF-Lens-JAPAN-191080-/174020982918,69.99,USD,JP,3323,Lenses,StoreInventory,Used,Ai,5091
7,,nikon series e,223648694095,Nikon SERIES E Zoom 36-72mm F3.5 AI-S Lens  SN1875919 **Excellent+**,https://www.ebay.com/itm/Nikon-SERIES-E-Zoom-36-72mm-F3-5-AI-S-Lens-SN1875919-Excellent-/223648694095,15.8,USD,JP,3323,Lenses,StoreInventory,Used,,507
95,,nikon series e,223648694095,Nikon SERIES E Zoom 36-72mm F3.5 AI-S Lens  SN1875919 **Excellent+**,https://www.ebay.com/itm/Nikon-SERIES-E-Zoom-36-72mm-F3-5-AI-S-Lens-SN1875919-Excellent-/223648694095,15.8,USD,JP,3323,Lenses,StoreInventory,Used,,505
46,,nikon series e,283607257407,[Exc+4] Nikon SERIES E 100mm F2.8 Ai-S AIS Portrait Telephoto Lens From Japan,https://www.ebay.com/itm/Exc-4-Nikon-SERIES-E-100mm-F2-8-Ai-S-AIS-Portrait-Telephoto-Lens-Japan-/283607257407,74.9,USD,JP,3323,Lenses,StoreInventory,Used,,505
29,,nikon series e,223630467177,Nikon SERIES E Zoom 75-150mm F3.5 AI-S Lens  SN1897567  **Excellent+**,https://www.ebay.com/itm/Nikon-SERIES-E-Zoom-75-150mm-F3-5-AI-S-Lens-SN1897567-Excellent-/223630467177,27.8,USD,JP,3323,Lenses,StoreInventory,Used,,505
72,,nikon series e,333303509712,【N Mint w/ Hood HN-21】 Nikon Series E 75-150mm F/3.5 MF Lens Ai-s AIS  #190704,https://www.ebay.com/itm/N-Mint-w-Hood-HN-21-Nikon-Series-E-75-150mm-F-3-5-MF-Lens-Ai-s-AIS-190704-/333303509712,59.99,USD,JP,3323,Lenses,FixedPrice,Used,,505
58,,nikon ai lens,273968389623,[Exc+] Nikon Ai Lens NIKKOR 50mm F1.8 MF Standard Lens with Tracking No.,https://www.ebay.com/itm/Exc-Nikon-Ai-Lens-NIKKOR-50mm-F1-8-MF-Standard-Lens-Tracking-No-/273968389623,88.99,USD,JP,3323,Lenses,StoreInventory,Used,,5034
61,,nikon ai nikkor,233331107414,[Excellent+++++!] Nikon Ai NIKKOR  28mm f/2.8 Lens MF 1:2.8 Made in Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-NIKKOR-28mm-f-2-8-Lens-MF-1-2-8-Made-Japan-/233331107414,115.7,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai,5034
52,,nikon ais ais,392349916892,[Top Mint] Nikon Ai-s Ais Nikkor 50mm F/1.4 MF Manual Focus Lens From JAPAN,https://www.ebay.com/itm/Top-Mint-Nikon-Ai-s-Ais-Nikkor-50mm-F-1-4-MF-Manual-Focus-Lens-JAPAN-/392349916892,159.99,USD,JP,3323,Lenses,StoreInventory,Used,,5032
89,,nikon ais ais,401734297254,*Optical Top Mint* Nikon Ai-s Ais Nikkor 24mm f/2.8 MF lens from Japan #1146,https://www.ebay.com/itm/Optical-Top-Mint-Nikon-Ai-s-Ais-Nikkor-24mm-f-2-8-MF-lens-Japan-1146-/401734297254,149.0,USD,JP,3323,Lenses,StoreInventory,Used,,5017
56,,nikon ais lens,153583985425,Tokina RMC 17mm f 3.5 f/3.5 for Nikon Ai-s Lens *9103542,https://www.ebay.com/itm/Tokina-RMC-17mm-f-3-5-f-3-5-Nikon-Ai-s-Lens-9103542-/153583985425,133.99,USD,JP,3323,Lenses,FixedPrice,Used,,5017
76,,nikon ais ais,283614191850,**MINT** Nikon Ai-s Ais NIKKOR 50mm F/1.8 Pancake MF Lens with Caps #671,https://www.ebay.com/itm/MINT-Nikon-Ai-s-Ais-NIKKOR-50mm-F-1-8-Pancake-MF-Lens-Caps-671-/283614191850,199.9,USD,JP,3323,Lenses,StoreInventory,Used,,5017
34,,nikon ais ais,113838056410,【EXC+++++】 Nikon Ai-s Ais NIKKOR 50mm F/1.8 Pancake MF Lens w/ Caps from JAPAN,https://www.ebay.com/itm/EXC-Nikon-Ai-s-Ais-NIKKOR-50mm-F-1-8-Pancake-MF-Lens-w-Caps-JAPAN-/113838056410,129.99,USD,JP,3323,Lenses,StoreInventory,Used,,5017
85,,nikon ed af,123899438265,Exc+++++ Nikon ED AF Nikkor 70-300mm f/4-5.6 D Telephoto Lens from Japan # 732,https://www.ebay.com/itm/Exc-Nikon-ED-AF-Nikkor-70-300mm-f-4-5-6-D-Telephoto-Lens-Japan-732-/123899438265,65.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon ED AF Nikkor 70-300mm f/4-5.6 D,50
8,,nikon ai zoom,163840576944,[Excellent+] Nikon Ai Zoom Nikkor 43-86mm f/3.5 MF Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-Zoom-Nikkor-43-86mm-f-3-5-MF-Lens-Japan-/163840576944,10.8,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Zoom Nikkor 43-86mm f/3.5,50
71,,nikon ai zoom,163840576944,[Excellent+] Nikon Ai Zoom Nikkor 43-86mm f/3.5 MF Lens From Japan,https://www.ebay.com/itm/Excellent-Nikon-Ai-Zoom-Nikkor-43-86mm-f-3-5-MF-Lens-Japan-/163840576944,10.8,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai Zoom Nikkor 43-86mm f/3.5,50
44,,near mintnikon zoomnikkor,183938045299,【Near MINT】Nikon Zoom-NIKKOR Ai-S 35-200mm f/3.5-4.5 AiS Lens from Japan #10486,https://www.ebay.com/itm/Near-MINT-Nikon-Zoom-NIKKOR-Ai-S-35-200mm-f-3-5-4-5-AiS-Lens-Japan-10486-/183938045299,109.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Zoom-NIKKOR Ai-S 35-200mm f/3.5-4.5 AiS,5
68,,nikon dw4 waist,163604570141,Nikon DW-4 Waist Level Finder *NDW4,https://www.ebay.com/itm/Nikon-DW-4-Waist-Level-Finder-NDW4-/163604570141,41.79,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,,5
29,,nikon 72mm l39,173935087158,[TOP MINT] Genuine Nikon 72mm L39 UV Lens Filter B72 from JAPAN,https://www.ebay.com/itm/TOP-MINT-Genuine-Nikon-72mm-L39-UV-Lens-Filter-B72-JAPAN-/173935087158,38.99,USD,JP,15216,Filters,StoreInventory,Used,Nikon 72mm L39,5
97,,nikon nonai 50mm,264449335819,Nikon Non-Ai 50mm F1.4 Lens SN2947443,https://www.ebay.com/itm/Nikon-Non-Ai-50mm-F1-4-Lens-SN2947443-/264449335819,33.8,USD,JP,3323,Lenses,StoreInventory,Used,,5
84,,nikon nonai 50mm,223657016734,Nikon Non-Ai 50mm F1.4 Lens SN2941498,https://www.ebay.com/itm/Nikon-Non-Ai-50mm-F1-4-Lens-SN2941498-/223657016734,34.8,USD,JP,3323,Lenses,StoreInventory,Used,,5
61,,nikon af from,163837436166,[Excellent] Kenko N-AFD MC7 Teleplus 2x for Nikon AF From Japan,https://www.ebay.com/itm/Excellent-Kenko-N-AFD-MC7-Teleplus-2x-Nikon-AF-Japan-/163837436166,35.1,USD,JP,3323,Lenses,StoreInventory,Used,Kenko N-AFD MC7 Teleplus 2x,5
52,,nikon nikkor ais,401848830199,【TOP MINT】 Nikon Nikkor AI-S 500mm f/4 P ED IF Lens AIS From JAPAN 22,https://www.ebay.com/itm/TOP-MINT-Nikon-Nikkor-AI-S-500mm-f-4-P-ED-IF-Lens-AIS-JAPAN-22-/401848830199,1299.99,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor AI-S 500mm f/4 P ED IF,5
45,,nikon pcnikkor 35mm,163757907011,Nikon PC-NIKKOR 35mm f/2.8 Non AI Perspective Control Shift Lens Made In Japan,https://www.ebay.com/itm/Nikon-PC-NIKKOR-35mm-f-2-8-Non-AI-Perspective-Control-Shift-Lens-Made-Japan-/163757907011,152.52,USD,JP,3323,Lenses,StoreInventory,Used,,5
1,,nikon nikkor q,123882725573,【EXC+5】 Nikon Nikkor Q 300mm f/9 w/ COPAL 1 Large Format Lens From JAPAN #s166,https://www.ebay.com/itm/EXC-5-Nikon-Nikkor-Q-300mm-f-9-w-COPAL-1-Large-Format-Lens-JAPAN-s166-/123882725573,269.9,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor-Q 300mm F/9,5
14,,nikon nikkor 300mm,223602126258,【MINT】 Nikon NIKKOR 300mm f/4.5 AI-S ED IF MF Lens From Japan,https://www.ebay.com/itm/MINT-Nikon-NIKKOR-300mm-f-4-5-AI-S-ED-IF-MF-Lens-Japan-/223602126258,399.8,USD,JP,3323,Lenses,StoreInventory,Used,Nikon NIKKOR 300mm f/4.5 AI-S ED IF,5
7,,nikon teleconverter tc200,264379652574,Nikon Teleconverter TC-200 2X Lens for F Mount from Japan 457836,https://www.ebay.com/itm/Nikon-Teleconverter-TC-200-2X-Lens-F-Mount-Japan-457836-/264379652574,18.78,USD,JP,80390,Auxiliary/Conversion Lenses,StoreInventory,Used,Nikon Teleconverter TC-200 2X,5
30,,nikon af1 teleconverter,283598975615,[MINT]  Nikon AF-1 Teleconverter TC-20E 2x from Japan 1790,https://www.ebay.com/itm/MINT-Nikon-AF-1-Teleconverter-TC-20E-2x-Japan-1790-/283598975615,89.9,USD,JP,3323,Lenses,StoreInventory,Used,,5
82,,nikon pcnikkor 35mm,293148817358,Excellent!! Nikon PC-NIKKOR 35mm f/2.8 from Japan,https://www.ebay.com/itm/Excellent-Nikon-PC-NIKKOR-35mm-f-2-8-Japan-/293148817358,249.0,USD,JP,3323,Lenses,StoreInventory,Used,,5
49,,nikon dk2 eyecup,174030296055,”Exc+5” Nikon DK-2 Eyecup For F3HP F3/T F4 F4S F5 F6 F100 JAPAN #191103,https://www.ebay.com/itm/Exc-5-Nikon-DK-2-Eyecup-F3HP-F3-T-F4-F4S-F5-F6-F100-JAPAN-191103-/174030296055,11.99,USD,JP,167930,Viewfinders & Eyecups,StoreInventory,Used,DK-2,5
98,,nikon nikkor 24mm,223564776069,[NearMint+] Nikon Nikkor 24mm F/2.8 D AF Lens (220-W331),https://www.ebay.com/itm/NearMint-Nikon-Nikkor-24mm-F-2-8-D-AF-Lens-220-W331-/223564776069,170.0,USD,JP,3323,Lenses,StoreInventory,Used,,492
51,,nikon nikkor 24mm,153595075729,Exc++ Nikon Nikkor 24mm f 2.8 f/2.8 Ai Lens *565631,https://www.ebay.com/itm/Exc-Nikon-Nikkor-24mm-f-2-8-f-2-8-Ai-Lens-565631-/153595075729,128.99,USD,JP,3323,Lenses,FixedPrice,Used,,492
78,,nikon nikkor 24mm,163858624359,Exc++ Nikon Nikkor 24mm f 2.8 f/2.8 Ai Lens *630121,https://www.ebay.com/itm/Exc-Nikon-Nikkor-24mm-f-2-8-f-2-8-Ai-Lens-630121-/163858624359,113.99,USD,JP,3323,Lenses,FixedPrice,Used,,492
54,,nikon nikkor 24mm,153640096411,Exc Nikon Nikkor 24mm f 2.8 f/2.8 Ai-s Lens *707380,https://www.ebay.com/itm/Exc-Nikon-Nikkor-24mm-f-2-8-f-2-8-Ai-s-Lens-707380-/153640096411,113.99,USD,JP,3323,Lenses,FixedPrice,Used,,492
5,,nikon nikkorq 135mm,173919271543,【EXC++++】 Nikon Nikkor-Q 135mm f/3.5 MF Lens for Bronica S2 From Japan #190275-J,https://www.ebay.com/itm/EXC-Nikon-Nikkor-Q-135mm-f-3-5-MF-Lens-Bronica-S2-Japan-190275-J-/173919271543,129.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikkor-Q 135mm f/3.5,49
95,,nikon fe 35mm,264458799634,Nikon FE 35mm SLR Film Camera Body Only SN3104937,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3104937-/264458799634,54.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,488
37,,nikon fe 35mm,264451762214,Nikon FE 35mm SLR Film Camera Body Only SN3705990,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3705990-/264451762214,87.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,488
16,,nikon fe 35mm,264464727774,Nikon FE 35mm SLR Film Camera Body Only SN3566710 **Excellent++**,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3566710-Excellent-/264464727774,81.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,488
97,,nikon fe 35mm,264447209265,Nikon FE 35mm SLR Film Camera Body Only SN3061244,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3061244-/264447209265,53.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,488
92,,nikon fe 35mm,264458810729,Nikon FE 35mm SLR Film Camera Body Only  SN3244443 **Excellent+**,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3244443-Excellent-/264458810729,73.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,488
11,,nikon fe 35mm,264465940172,Nikon FE 35mm SLR Film Camera Body Only SN3131295 **Excellent++**,https://www.ebay.com/itm/Nikon-FE-35mm-SLR-Film-Camera-Body-Only-SN3131295-Excellent-/264465940172,85.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,487
75,,nikon fe slr,173967007646,Nikon FE SLR Film Camera Body Only *Working* #Z010d,https://www.ebay.com/itm/Nikon-FE-SLR-Film-Camera-Body-Only-Working-Z010d-/173967007646,59.8,USD,JP,15230,Film Cameras,StoreInventory,Used,,482
26,,mintnikon ais nikkor,113868432581,"【MINT】Nikon Ai-s Nikkor 85mm f/1.4 w/Hood,Filter from Japan C901J",https://www.ebay.com/itm/MINT-Nikon-Ai-s-Nikkor-85mm-f-1-4-w-Hood-Filter-Japan-C901J-/113868432581,519.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon Ai-s Nikkor 85mm f/1.4,48
20,,nikon speedlight sb24,163862187573,[N Mint] NIKON SPEEDLIGHT SB-24 TTL Shoe Mount Flash For Nikon from Japan 1157,https://www.ebay.com/itm/N-Mint-NIKON-SPEEDLIGHT-SB-24-TTL-Shoe-Mount-Flash-Nikon-Japan-1157-/163862187573,29.99,USD,JP,48515,Flashes,StoreInventory,Used,Nikon SPEEDLIGHT SB-24,47
8,,nikon af nikkor,401881731385,Near Mint Nikon AF Nikkor 24mm F/2.8 D Prime Lens From Japan,https://www.ebay.com/itm/Near-Mint-Nikon-AF-Nikkor-24mm-F-2-8-D-Prime-Lens-Japan-/401881731385,209.0,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 24mm F/2.8 D,47
72,,nikon af nikkor,383143644383,[Exc+5] Nikon AF Nikkor 24mm F/2.8 D Prime Lens w Hood Tested F/S From JAPAN 262,https://www.ebay.com/itm/Exc-5-Nikon-AF-Nikkor-24mm-F-2-8-D-Prime-Lens-w-Hood-Tested-F-S-JAPAN-262-/383143644383,175.99,USD,JP,3323,Lenses,StoreInventory,Used,Nikon AF Nikkor 24mm F/2.8 D,47
15,,excellentnikon sb24 speedlight,254341363955,【Excellent++】Nikon SB-24 Speedlight Shoe Mount Flash SB24 from Japan,https://www.ebay.com/itm/Excellent-Nikon-SB-24-Speedlight-Shoe-Mount-Flash-SB24-Japan-/254341363955,39.99,USD,JP,48515,Flashes,StoreInventory,Used,SB-24,47
32,,nikon speedlight sb24,173996820808,【Near Mint】 Nikon Speedlight SB-24 Shoe Mount Flash for  Nikon From Japan 19284,https://www.ebay.com/itm/Near-Mint-Nikon-Speedlight-SB-24-Shoe-Mount-Flash-Nikon-Japan-19284-/173996820808,19.99,USD,JP,48515,Flashes,StoreInventory,Used,,47
3,,nikon ar1 ar1,153637346382,【Near Mint】 Nikon AR-1 AR1 Soft Shutter Release for F F2 FE FM etc From JAPAN,https://www.ebay.com/itm/Near-Mint-Nikon-AR-1-AR1-Soft-Shutter-Release-F-F2-FE-FM-etc-JAPAN-/153637346382,29.99,USD,JP,64345,Remotes & Shutter Releases,FixedPrice,Used,AR-1,47
51,,nikon afi tereconverter,193089181453,Mint Condition NIKON AF-I TERECONVERTER TC-20E 2X from Japan,https://www.ebay.com/itm/Mint-Condition-NIKON-AF-I-TERECONVERTER-TC-20E-2X-Japan-/193089181453,79.0,USD,JP,3323,Lenses,StoreInventory,Used,TC-20E 2X,46
76,,nikon f2 photomic,143382288784,[ Near Mint ] Nikon F2 Photomic A F2A 35mm Film Camera DP-11 w/ Strap Japan #223,https://www.ebay.com/itm/Near-Mint-Nikon-F2-Photomic-F2A-35mm-Film-Camera-DP-11-w-Strap-Japan-223-/143382288784,189.9,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F2 Photomic A,45
18,,nikon f2 photomic,392341188841,[NEAR MINT] Nikon F2 Photomic A Black SLR Camera w/ Ai 50mm F1.4 Lens from Japan,https://www.ebay.com/itm/NEAR-MINT-Nikon-F2-Photomic-Black-SLR-Camera-w-Ai-50mm-F1-4-Lens-Japan-/392341188841,299.99,USD,JP,15230,Film Cameras,FixedPrice,Used,Nikon F2 Photomic A,45
64,,nikon nikkorp auto,323883650485,[NearMint] Nikon Nikkor-P Auto 105mm F2.5 Non-Ai Fmount from Japan,https://www.ebay.com/itm/NearMint-Nikon-Nikkor-P-Auto-105mm-F2-5-Non-Ai-Fmount-Japan-/323883650485,145.0,USD,JP,3323,Lenses,FixedPrice,Used,Nikon Nikkor-P Auto 105mm F2.5 Non-Ai,45
41,,nikon afs nikkor,254322974759,"""As-Is"" Nikon AF-S Nikkor 28-70mm f/2.8D ED SWM Zoom Lens From Japan",https://www.ebay.com/itm/As-Is-Nikon-AF-S-Nikkor-28-70mm-f-2-8D-ED-SWM-Zoom-Lens-Japan-/254322974759,279.99,USD,JP,3323,Lenses,StoreInventory,Used,AF-S Nikkor 28-70mm f/2.8D ED,45
46,,nikon f3 hp,153425662835,【MINT S/N197XXXX】 Nikon F3 HP SLR 35mm Film Camera MF Body Only From JAPAN #7714,https://www.ebay.com/itm/MINT-S-N197XXXX-Nikon-F3-HP-SLR-35mm-Film-Camera-MF-Body-Only-JAPAN-7714-/153425662835,398.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F3,447
22,,nikon f3 35mm,254363039612,Nikon F3 35mm SLR Film Camera Body w/MF-14 Instructions from Japan 491234,https://www.ebay.com/itm/Nikon-F3-35mm-SLR-Film-Camera-Body-w-MF-14-Instructions-Japan-491234-/254363039612,168.0,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F3,447
52,,near minnikon f3,303265001593,【Near MIN】Nikon F3 HP Black F3 SLR JAPAN S/N 1891505 Japan With strap,https://www.ebay.com/itm/Near-MIN-Nikon-F3-HP-Black-F3-SLR-JAPAN-S-N-1891505-Japan-strap-/303265001593,318.0,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F3,447
95,,exc in boxnikon,254171458803,【Exc+++++ in Box】Nikon F3 Limited HP 35mm SLR Film Camera Body From Japan 380,https://www.ebay.com/itm/Exc-Box-Nikon-F3-Limited-HP-35mm-SLR-Film-Camera-Body-Japan-380-/254171458803,799.99,USD,JP,15230,Film Cameras,StoreInventory,Used,Nikon F3,447
